1.859999;5.269527;0.000000
1.869999;5.272875;0.000000
1.879999;5.276164;0.000000
1.889999;5.279393;0.000000
1.899999;5.282564;0.000000
1.909999;5.285677;0.000000
1.919999;5.288735;0.000000
1.929999;5.291738;0.000000
1.939999;5.294687;0.000000
1.949998;5.297583;0.000000
1.959998;5.300426;0.000000
1.969998;5.303218;0.000000
1.979998;5.305960;0.000000
1.989998;5.308653;0.000000
1.999998;5.311297;0.000000
2.009999;5.313894;0.000000
2.019999;5.316443;0.000000
2.029999;5.318947;0.000000
2.039999;5.321406;0.000000
2.049999;5.323821;0.000000
2.059999;5.326192;0.000000
2.069999;5.328521;0.000000
2.079998;5.330807;0.000000
2.089998;5.333053;0.000000
2.099998;5.335258;0.000000
2.109998;5.337423;0.000000
2.119998;5.339549;0.000000
2.129998;5.341637;0.000000
2.139998;5.343688;0.000000
2.149998;5.345701;0.000000
2.159998;5.347679;0.000000
2.169998;5.349620;0.000000
2.179998;5.351527;0.000000
2.189998;5.353400;0.000000
2.199998;5.355238;0.000000
2.209998;5.357044;0.000000
2.219998;5.358818;0.000000
2.229998;5.360559;0.000000
2.239998;5.362269;0.000000
2.249998;5.363948;0.000000
2.259998;5.365597;0.000000
2.269998;5.367216;0.000000
2.279998;5.368806;0.000000
2.289998;5.370368;0.000000
2.299998;5.371902;0.000000
2.309998;5.373407;0.000000
2.319998;5.374886;0.000000
2.329998;5.376338;0.000000
2.339998;5.377764;0.000000
2.349998;5.379164;0.000000
2.359998;5.380539;0.000000
2.369998;5.381889;0.000000
2.379998;5.383215;0.000000
2.389998;5.384518;0.000000
2.399998;5.385797;0.000000
2.409998;5.387052;0.000000
2.419998;5.388285;0.000000
2.429998;5.389496;0.000000
2.439998;5.390685;0.000000
2.449998;5.391853;0.000000
2.459998;5.393000;0.000000
2.469998;5.394125;0.000000
2.479998;5.395231;0.000000
2.489998;5.396317;0.000000
2.499998;5.397383;0.000000
2.509998;5.398430;0.000000
2.519998;5.399458;0.000000
2.529998;5.400468;0.000000
2.539998;5.401460;0.000000
2.549998;5.402433;0.000000
2.559998;5.403389;0.000000
2.569998;5.404328;0.000000
2.579998;5.405251;0.000000
2.589998;5.406156;0.000000
2.599998;5.407045;0.000000
2.609998;5.407918;0.000000
2.619998;5.408776;0.000000
2.629998;5.409618;0.000000
2.639998;5.410445;0.000000
2.649998;5.411257;0.000000
2.659998;5.412054;0.000000
2.669998;5.412837;0.000000
2.679998;5.413606;0.000000
2.689998;5.414361;0.000000
2.699998;5.415103;0.000000
2.709998;5.415831;0.000000
2.719998;5.416546;0.000000
2.729998;5.417249;0.000000
2.739998;5.417938;0.000000
2.749998;5.418615;0.000000
2.759998;5.419280;0.000000
2.769998;5.419933;0.000000
2.779998;5.420574;0.000000
2.789998;5.421204;0.000000
2.799998;5.421822;0.000000
2.809998;5.422429;0.000000
2.819998;5.423025;0.000000
2.829998;5.423611;0.000000
2.839998;5.424186;0.000000
2.849998;5.424750;0.000000
2.859998;5.425305;0.000000
2.869998;5.425849;0.000000
2.879998;5.426384;0.000000
2.889998;5.426909;0.000000
2.899998;5.427424;0.000000
2.909998;5.427931;0.000000
2.919998;5.428428;0.000000
2.929998;5.428916;0.000000
2.939998;5.429396;0.000000
2.949998;5.429867;0.000000
2.959998;5.430329;0.000000
2.969998;5.430783;0.000000
2.979998;5.431229;0.000000
2.989998;5.431667;0.000000
2.999998;5.432097;0.000000
